Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P98197	AT11A_MOUSE	reviewed	Probable phospholipid-transporting ATPase IH (EC 3.6.3.1) (ATPase IS) (ATPase class VI type 11A)	Atp11a	Mus musculus (Mouse)	1187
Q9QZW0	AT11C_MOUSE	reviewed	Probable phospholipid-transporting ATPase 11C (EC 3.6.3.1) (ATPase class VI type 11C)	Atp11c	Mus musculus (Mouse)	1129
Q8VDN2	AT1A1_MOUSE	reviewed	Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-1)	Atp1a1	Mus musculus (Mouse)	1023
Q6PIE5	AT1A2_MOUSE	reviewed	Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 3.6.3.9) (Na(+)/K(+) ATPase alpha(+) subunit) (Sodium pump subunit alpha-2)	Atp1a2	Mus musculus (Mouse)	1020
Q6PIC6	AT1A3_MOUSE	reviewed	Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 3.6.3.9) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3)	Atp1a3	Mus musculus (Mouse)	1013
Q9WV27	AT1A4_MOUSE	reviewed	Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-4)	Atp1a4 Atp1al2	Mus musculus (Mouse)	1032
Q9R0K7	AT2B2_MOUSE	reviewed	Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 3.6.3.8) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2)	Atp2b2 Pmca2	Mus musculus (Mouse)	1198
P70704	AT8A1_MOUSE	reviewed	Probable phospholipid-transporting ATPase IA (EC 3.6.3.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II)	Atp8a1 Atpc1	Mus musculus (Mouse)	1149
Q148W0	AT8B1_MOUSE	reviewed	Probable phospholipid-transporting ATPase IC (EC 3.6.3.1) (ATPase class I type 8B member 1)	Atp8b1	Mus musculus (Mouse)	1251
Q9D5T0	ATAD1_MOUSE	reviewed	ATPase family AAA domain-containing protein 1 (EC 3.6.1.3) (Thorase)	Atad1	Mus musculus (Mouse)	361
Q06507	ATF4_MOUSE	reviewed	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (C/EBP-related ATF) (C/ATF) (Tax-responsive enhancer element-binding protein 67 homolog) (TaxREB67 homolog)	Atf4	Mus musculus (Mouse)	349
Q64430	ATP7A_MOUSE	reviewed	Copper-transporting ATPase 1 (EC 3.6.3.4) (Copper pump 1) (Menkes disease-associated protein homolog)	Atp7a Mnk	Mus musculus (Mouse)	1491
Q03265	ATPA_MOUSE	reviewed	ATP synthase subunit alpha, mitochondrial	Atp5a1	Mus musculus (Mouse)	553
Q6A051	ATRN1_MOUSE	reviewed	Attractin-like protein 1	Atrnl1 Alp Atrnl Kiaa0534	Mus musculus (Mouse)	1378
P27040	AVR2B_MOUSE	reviewed	Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB)	Acvr2b	Mus musculus (Mouse)	536
O35625	AXIN1_MOUSE	reviewed	Axin-1 (Axis inhibition protein 1) (Protein Fused)	Axin1 Axin Fu	Mus musculus (Mouse)	863
P15535	B4GT1_MOUSE	reviewed	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1] [Includes: Lactose synthase A protein (EC 2.4.1.22); N-acetyllactosamine synthase (EC 2.4.1.90) (Nal synthase); Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase (EC 2.4.1.38); Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase (EC 2.4.1.-)]	B4galt1 Ggtb Ggtb2	Mus musculus (Mouse)	399
Q3UHD1	BAI1_MOUSE	reviewed	Brain-specific angiogenesis inhibitor 1	Bai1	Mus musculus (Mouse)	1582
Q8CGM1	BAI2_MOUSE	reviewed	Brain-specific angiogenesis inhibitor 2	Bai2	Mus musculus (Mouse)	1561
Q80ZF8	BAI3_MOUSE	reviewed	Brain-specific angiogenesis inhibitor 3	Bai3	Mus musculus (Mouse)	1522
P18572	BASI_MOUSE	reviewed	Basigin (Basic immunoglobulin superfamily) (HT7 antigen) (Membrane glycoprotein gp42) (CD antigen CD147)	Bsg	Mus musculus (Mouse)	389
Q91XV3	BASP1_MOUSE	reviewed	Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22)	Basp1 Nap22	Mus musculus (Mouse)	226
Q9CWF6	BBS2_MOUSE	reviewed	Bardet-Biedl syndrome 2 protein homolog	Bbs2	Mus musculus (Mouse)	721
Q8C1Z7	BBS4_MOUSE	reviewed	Bardet-Biedl syndrome 4 protein homolog	Bbs4	Mus musculus (Mouse)	520
Q9CZQ9	BBS5_MOUSE	reviewed	Bardet-Biedl syndrome 5 protein homolog	Bbs5	Mus musculus (Mouse)	341
Q8K2G4	BBS7_MOUSE	reviewed	Bardet-Biedl syndrome 7 protein homolog (BBS2-like protein 1)	Bbs7 Bbs2l1	Mus musculus (Mouse)	715
Q9EQ32	BCAP_MOUSE	reviewed	Phosphoinositide 3-kinase adapter protein 1 (B-cell adapter for phosphoinositide 3-kinase) (B-cell phosphoinositide 3-kinase adapter protein 1)	Pik3ap1 Bcap	Mus musculus (Mouse)	811
O88870	BEST1_MOUSE	reviewed	Bestrophin-1 (Vitelliform macular dystrophy protein 2 homolog)	Best1 Bmd1 Vmd2	Mus musculus (Mouse)	551
Q8BGM5	BEST2_MOUSE	reviewed	Bestrophin-2 (Vitelliform macular dystrophy 2-like protein 1)	Best2 Vmd2l1	Mus musculus (Mouse)	508
Q6H1V1	BEST3_MOUSE	reviewed	Bestrophin-3 (Vitelliform macular dystrophy 2-like protein 3)	Best3 Vmd2l3	Mus musculus (Mouse)	669
Q80Y61	BI2L2_MOUSE	reviewed	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 2 (BAI1-associated protein 2-like protein 2) (Planar intestinal- and kidney-specific BAR domain protein) (Pinkbar)	Baiap2l2	Mus musculus (Mouse)	522
Q61125	BKRB1_MOUSE	reviewed	B1 bradykinin receptor (B1R) (BK-1 receptor)	Bdkrb1 Bdkrb	Mus musculus (Mouse)	334
P32299	BKRB2_MOUSE	reviewed	B2 bradykinin receptor (B2R) (BK-2 receptor)	Bdkrb2	Mus musculus (Mouse)	392
P16277	BLK_MOUSE	reviewed	Tyrosine-protein kinase Blk (EC 2.7.10.2) (B lymphocyte kinase) (p55-Blk)	Blk	Mus musculus (Mouse)	499
Q9QUN3	BLNK_MOUSE	reviewed	B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Lymphocyte antigen 57) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (Slp-65)	Blnk Bash Ly57 Slp65	Mus musculus (Mouse)	457
P28028	BRAF_MOUSE	reviewed	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf)	Braf B-raf	Mus musculus (Mouse)	804
O54798	BRS3_MOUSE	reviewed	Bombesin receptor subtype-3 (BRS-3)	Brs3	Mus musculus (Mouse)	399
Q8VIM4	BSND_MOUSE	reviewed	Barttin	Bsnd	Mus musculus (Mouse)	307
Q64277	BST1_MOUSE	reviewed	ADP-ribosyl cyclase 2 (EC 3.2.2.5) (Antigen BP3) (BP-3 alloantigen) (Bone marrow stromal antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPr hydrolase 2) (Leukocyte antigen 65) (Ly-65) (CD antigen CD157)	Bst1 Bp-3 Bp3 Ly65	Mus musculus (Mouse)	311
Q8R2Q8	BST2_MOUSE	reviewed	Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (CD antigen CD317)	Bst2	Mus musculus (Mouse)	172
Q05928	BTC_MOUSE	reviewed	Probetacellulin [Cleaved into: Betacellulin (BTC)]	Btc Bcn	Mus musculus (Mouse)	177
P35991	BTK_MOUSE	reviewed	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinaemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase) (Kinase EMB)	Btk Bpk	Mus musculus (Mouse)	659
O88875	BY55_MOUSE	reviewed	CD160 antigen (Natural killer cell receptor BY55) (CD antigen CD160)	Cd160 By55	Mus musculus (Mouse)	185
Q2VLH6	C163A_MOUSE	reviewed	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	Cd163 M130	Mus musculus (Mouse)	1121
O09047	C3AR_MOUSE	reviewed	C3a anaphylatoxin chemotactic receptor (C3AR) (C3a-R) (Complement component 3a receptor 1)	C3ar1 C3r1	Mus musculus (Mouse)	477
Q8BHL7	C42S1_MOUSE	reviewed	CDC42 small effector protein 1	Cdc42se1	Mus musculus (Mouse)	80
Q8BGH7	C42S2_MOUSE	reviewed	CDC42 small effector protein 2	Cdc42se2	Mus musculus (Mouse)	84
Q8BW93	C5ARL_MOUSE	reviewed	C5a anaphylatoxin chemotactic receptor C5L2 (G-protein coupled receptor 77)	Gpr77 C5l2	Mus musculus (Mouse)	344
P30993	C5AR_MOUSE	reviewed	C5a anaphylatoxin chemotactic receptor (C5a-R) (C5aR) (CD antigen CD88)	C5ar1 C5ar C5r1	Mus musculus (Mouse)	347
Q8BIF0	C99L2_MOUSE	reviewed	CD99 antigen-like protein 2 (MIC2-like protein 1) (CD antigen CD99)	Cd99l2 Mic2l1	Mus musculus (Mouse)	237
Q9JLK4	CABP2_MOUSE	reviewed	Calcium-binding protein 2 (CaBP2)	Cabp2	Mus musculus (Mouse)	216
Q91ZM8	CABP7_MOUSE	reviewed	Calcium-binding protein 7 (CaBP7) (Calneuron II) (Calneuron-2)	Cabp7 Caln2	Mus musculus (Mouse)	215
Q9JJG7	CABP8_MOUSE	reviewed	Calcium-binding protein 8 (CaBP8) (Calneuron I) (Calneuron-1)	Caln1 Cabp8 MNCb-0849	Mus musculus (Mouse)	219
Q01815	CAC1C_MOUSE	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (MELC-CC) (Mouse brain class C) (MBC) (Voltage-gated calcium channel subunit alpha Cav1.2)	Cacna1c Cach2 Cacn2 Cacnl1a1 Cchl1a1	Mus musculus (Mouse)	2139
Q8R3Z5	CACB1_MOUSE	reviewed	Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1)	Cacnb1 Cacnlb1	Mus musculus (Mouse)	597
Q8CC27	CACB2_MOUSE	reviewed	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2)	Cacnb2 Cacnlb2	Mus musculus (Mouse)	655
P70408	CAD10_MOUSE	reviewed	Cadherin-10 (T2-cadherin)	Cdh10	Mus musculus (Mouse)	788
P55288	CAD11_MOUSE	reviewed	Cadherin-11 (OSF-4) (Osteoblast cadherin) (OB-cadherin)	Cdh11 Cad-11	Mus musculus (Mouse)	796
Q5RJH3	CAD12_MOUSE	reviewed	Cadherin-12	Cdh12	Mus musculus (Mouse)	794
Q9WTR5	CAD13_MOUSE	reviewed	Cadherin-13 (Heart cadherin) (H-cadherin) (Truncated cadherin) (T-cad) (T-cadherin)	Cdh13	Mus musculus (Mouse)	714
P33146	CAD15_MOUSE	reviewed	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	Cdh15 Cdh14	Mus musculus (Mouse)	784
O88338	CAD16_MOUSE	reviewed	Cadherin-16 (Kidney-specific cadherin) (Ksp-cadherin)	Cdh16	Mus musculus (Mouse)	830
Q9R100	CAD17_MOUSE	reviewed	Cadherin-17 (BILL-cadherin) (Liver-intestine cadherin) (LI-cadherin) (P130)	Cdh17	Mus musculus (Mouse)	827
Q9Z0M3	CAD20_MOUSE	reviewed	Cadherin-20 (Cadherin-7)	Cdh20 Cdh7	Mus musculus (Mouse)	801
Q9WTP5	CAD22_MOUSE	reviewed	Cadherin-22 (Pituitary and brain cadherin) (PB-cadherin)	Cdh22	Mus musculus (Mouse)	813
Q99PF4	CAD23_MOUSE	reviewed	Cadherin-23 (Otocadherin)	Cdh23	Mus musculus (Mouse)	3354
Q6PFX6	CAD24_MOUSE	reviewed	Cadherin-24	Cdh24	Mus musculus (Mouse)	781
P59862	CAD26_MOUSE	reviewed	Cadherin-like protein 26	Cdh26 Gm1010	Mus musculus (Mouse)	763
P09803	CADH1_MOUSE	reviewed	Cadherin-1 (ARC-1) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]	Cdh1	Mus musculus (Mouse)	884
P15116	CADH2_MOUSE	reviewed	Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)	Cdh2	Mus musculus (Mouse)	906
P10287	CADH3_MOUSE	reviewed	Cadherin-3 (Placental cadherin) (P-cadherin)	Cdh3 Cdhp	Mus musculus (Mouse)	822
P39038	CADH4_MOUSE	reviewed	Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin)	Cdh4	Mus musculus (Mouse)	913
P55284	CADH5_MOUSE	reviewed	Cadherin-5 (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144)	Cdh5	Mus musculus (Mouse)	784
P97326	CADH6_MOUSE	reviewed	Cadherin-6 (Kidney cadherin) (K-cadherin)	Cdh6	Mus musculus (Mouse)	790
Q8BM92	CADH7_MOUSE	reviewed	Cadherin-7	Cdh7	Mus musculus (Mouse)	785
P97291	CADH8_MOUSE	reviewed	Cadherin-8	Cdh8	Mus musculus (Mouse)	799
P70407	CADH9_MOUSE	reviewed	Cadherin-9 (T1-cadherin)	Cdh9	Mus musculus (Mouse)	786
Q8R5M8	CADM1_MOUSE	reviewed	Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1)	Cadm1 Igsf4 Necl2 Ra175 Syncam SynCam1 Tslc1	Mus musculus (Mouse)	456
Q8BLQ9	CADM2_MOUSE	reviewed	Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2)	Cadm2 Igsf4d Necl3	Mus musculus (Mouse)	435
Q99N28	CADM3_MOUSE	reviewed	Cell adhesion molecule 3 (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (TSLC1-like protein 1)	Cadm3 Igsf4b Necl1 Syncam3 Tsll1	Mus musculus (Mouse)	396
Q64444	CAH4_MOUSE	reviewed	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	Ca4 Car4	Mus musculus (Mouse)	305
Q8VHB5	CAH9_MOUSE	reviewed	Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN homolog)	Ca9 Car9	Mus musculus (Mouse)	437
Q60755	CALCR_MOUSE	reviewed	Calcitonin receptor (CT-R)	Calcr	Mus musculus (Mouse)	515
Q9R1W5	CALRL_MOUSE	reviewed	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	Calcrl Crlr	Mus musculus (Mouse)	463
Q9DCA7	CALY_MOUSE	reviewed	Neuron-specific vesicular protein calcyon	Caly Drd1ip	Mus musculus (Mouse)	226
Q3UHL1	CAMKV_MOUSE	reviewed	CaM kinase-like vesicle-associated protein	Camkv	Mus musculus (Mouse)	512
O35350	CAN1_MOUSE	reviewed	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Micromolar-calpain) (muCANP)	Capn1 Canp1 Capa1	Mus musculus (Mouse)	713
O08529	CAN2_MOUSE	reviewed	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	Capn2	Mus musculus (Mouse)	700
P40124	CAP1_MOUSE	reviewed	Adenylyl cyclase-associated protein 1 (CAP 1)	Cap1 Cap	Mus musculus (Mouse)	474
Q9CYT6	CAP2_MOUSE	reviewed	Adenylyl cyclase-associated protein 2 (CAP 2)	Cap2	Mus musculus (Mouse)	476
Q9QY96	CASR_MOUSE	reviewed	Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1)	Casr Gprc2a	Mus musculus (Mouse)	1079
P49817	CAV1_MOUSE	reviewed	Caveolin-1	Cav1 Cav	Mus musculus (Mouse)	178
Q9WVC3	CAV2_MOUSE	reviewed	Caveolin-2	Cav2	Mus musculus (Mouse)	162
P51637	CAV3_MOUSE	reviewed	Caveolin-3 (M-caveolin)	Cav3	Mus musculus (Mouse)	151
P22682	CBL_MOUSE	reviewed	E3 ubiquitin-protein ligase CBL (EC 6.3.2.-) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (Signal transduction protein CBL)	Cbl	Mus musculus (Mouse)	913
Q80V42	CBPM_MOUSE	reviewed	Carboxypeptidase M (CPM) (EC 3.4.17.12)	Cpm	Mus musculus (Mouse)	443
P51676	CC1L1_MOUSE	reviewed	C-C chemokine receptor 1-like protein 1 (Macrophage inflammatory protein 1 alpha receptor-like 1)	Ccr1l1 Cmkbr1l1	Mus musculus (Mouse)	356
O08707	CCBP2_MOUSE	reviewed	Chemokine-binding protein 2 (C-C chemokine receptor D6) (Chemokine-binding protein D6)	Ccbp2 D6	Mus musculus (Mouse)	378
Q9JJV4	CCG4_MOUSE	reviewed	Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4)	Cacng4	Mus musculus (Mouse)	327
Q8VHW4	CCG5_MOUSE	reviewed	Voltage-dependent calcium channel gamma-5 subunit (Neuronal voltage-gated calcium channel gamma-5 subunit) (Transmembrane AMPAR regulatory protein gamma-5) (TARP gamma-5)	Cacng5	Mus musculus (Mouse)	275
Q8VHW2	CCG8_MOUSE	reviewed	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8)	Cacng8	Mus musculus (Mouse)	423
O08786	CCKAR_MOUSE	reviewed	Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)	Cckar	Mus musculus (Mouse)	436
Q8BGU5	CCNY_MOUSE	reviewed	Cyclin-Y (Cyclin fold protein 1)	Ccny Cfp1	Mus musculus (Mouse)	341
Q9JL21	CCR10_MOUSE	reviewed	C-C chemokine receptor type 10 (C-C CKR-10) (CC-CKR-10) (CCR-10) (Chemokine C-C receptor 9) (G-protein coupled receptor 2)	Ccr10 Cmkbr9 Gpr2	Mus musculus (Mouse)	362
P51675	CCR1_MOUSE	reviewed	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	Ccr1 Cmkbr1	Mus musculus (Mouse)	355
P51683	CCR2_MOUSE	reviewed	C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (JE/FIC receptor) (MCP-1 receptor) (CD antigen CD192)	Ccr2 Cmkbr2	Mus musculus (Mouse)	373
P51678	CCR3_MOUSE	reviewed	Probable C-C chemokine receptor type 3 (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR3) (Macrophage inflammatory protein 1-alpha receptor-like 2) (MIP-1 alpha RL2) (CD antigen CD193)	Ccr3 Cmkbr1l2 Cmkbr3	Mus musculus (Mouse)	359
P51680	CCR4_MOUSE	reviewed	C-C chemokine receptor type 4 (C-C CKR-4) (CC-CKR-4) (CCR-4) (CCR4) (CD antigen CD194)	Ccr4 Cmkbr4	Mus musculus (Mouse)	360
P51682	CCR5_MOUSE	reviewed	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (MIP-1 alpha receptor) (CD antigen CD195)	Ccr5 Cmkbr5	Mus musculus (Mouse)	354
O54689	CCR6_MOUSE	reviewed	C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (KY411) (CD antigen CD196)	Ccr6 Cmkbr6	Mus musculus (Mouse)	367
P47774	CCR7_MOUSE	reviewed	C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197)	Ccr7 Cmkbr7 Ebi1 Ebi1h	Mus musculus (Mouse)	378
P56484	CCR8_MOUSE	reviewed	C-C chemokine receptor type 8 (C-C CKR-8) (CC-CKR-8) (CCR-8) (CD antigen CDw198)	Ccr8 Cmkbr8 Ter1	Mus musculus (Mouse)	353
Q9WUT7	CCR9_MOUSE	reviewed	C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (Chemokine C-C receptor 10) (CD antigen CDw199)	Ccr9 Cmkbr10	Mus musculus (Mouse)	369
Q924I3	CCRL1_MOUSE	reviewed	C-C chemokine receptor type 11 (C-C CKR-11) (CC-CKR-11) (CCR-11) (CC chemokine receptor-like 1) (CCRL1) (CCX CKR)	Ccrl1 Ccr11	Mus musculus (Mouse)	350
O35457	CCRL2_MOUSE	reviewed	C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (G-protein coupled beta chemokine receptor) (Lipopolysaccharide-inducible C-C chemokine receptor) (L-CCR)	Ccrl2 Ccr11 Lccr	Mus musculus (Mouse)	360
Q8R422	CD109_MOUSE	reviewed	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)	Cd109	Mus musculus (Mouse)	1442
P10810	CD14_MOUSE	reviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14)	Cd14	Mus musculus (Mouse)	366
Q8R2S8	CD177_MOUSE	reviewed	CD177 antigen (CD antigen CD177)	Cd177	Mus musculus (Mouse)	817
Q62192	CD180_MOUSE	reviewed	CD180 antigen (Lymphocyte antigen 78) (Ly-78) (Radioprotective 105 kDa protein) (CD antigen CD180)	Cd180 Ly78 Rp105	Mus musculus (Mouse)	661
P11609	CD1D1_MOUSE	reviewed	Antigen-presenting glycoprotein CD1d1 (CD antigen CD1d.1)	Cd1d1 Cd1.1	Mus musculus (Mouse)	336
P11610	CD1D2_MOUSE	reviewed	Antigen-presenting glycoprotein CD1d2 (CD antigen CD1d.2)	Cd1d2 Cd1.2	Mus musculus (Mouse)	336
P35329	CD22_MOUSE	reviewed	B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22)	Cd22 Lyb-8 Siglec2	Mus musculus (Mouse)	862
P24807	CD24_MOUSE	reviewed	Signal transducer CD24 (Lymphocyte antigen 52) (Ly-52) (M1/69-J11D heat stable antigen) (HSA) (Nectadrin) (R13-Ag) (X62 heat stable antigen) (CD antigen CD24)	Cd24 Cd24a Ly-52	Mus musculus (Mouse)	76
Q63994	CD33_MOUSE	reviewed	Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (CD antigen CD33)	Cd33 Siglec3	Mus musculus (Mouse)	403
P27548	CD40L_MOUSE	reviewed	CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form]	Cd40lg Cd40l Tnfsf5	Mus musculus (Mouse)	260
Q61735	CD47_MOUSE	reviewed	Leukocyte surface antigen CD47 (Integrin-associated protein) (IAP) (CD antigen CD47)	Cd47	Mus musculus (Mouse)	303
P18181	CD48_MOUSE	reviewed	CD48 antigen (BCM1 surface antigen) (BLAST-1) (HM48-1) (MRC OX-45 surface antigen) (sgp-60) (CD antigen CD48)	Cd48 Bcm-1	Mus musculus (Mouse)	240
Q64389	CD52_MOUSE	reviewed	CAMPATH-1 antigen (Lymphocyte differentiation antigen B7) (CD antigen CD52)	Cd52 Cdw52 Mb7	Mus musculus (Mouse)	74
O55186	CD59A_MOUSE	reviewed	CD59A glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)	Cd59a Cd59	Mus musculus (Mouse)	123
P58019	CD59B_MOUSE	reviewed	CD59B glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)	Cd59b	Mus musculus (Mouse)	129
P61809	CD5R1_MOUSE	reviewed	Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]	Cdk5r1 Cdk5r Nck5a	Mus musculus (Mouse)	307
O35926	CD5R2_MOUSE	reviewed	Cyclin-dependent kinase 5 activator 2 (CDK5 activator 2) (Cyclin-dependent kinase 5 regulatory subunit 2) (p39) (p39I)	Cdk5r2 Nck5ai	Mus musculus (Mouse)	369
P13379	CD5_MOUSE	reviewed	T-cell surface glycoprotein CD5 (Lymphocyte antigen 1) (Ly-1) (Lyt-1) (CD antigen CD5)	Cd5 Ly-1	Mus musculus (Mouse)	494
P41731	CD63_MOUSE	reviewed	CD63 antigen (CD antigen CD63)	Cd63	Mus musculus (Mouse)	238
P31996	CD68_MOUSE	reviewed	Macrosialin (CD antigen CD68)	Cd68	Mus musculus (Mouse)	326
P11911	CD79A_MOUSE	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	Cd79a Iga Mb-1	Mus musculus (Mouse)	220
P15530	CD79B_MOUSE	reviewed	B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b)	Cd79b Igb	Mus musculus (Mouse)	228
P42082	CD86_MOUSE	reviewed	T-lymphocyte activation antigen CD86 (Activation B7-2 antigen) (Early T-cell costimulatory molecule 1) (ETC-1) (CD antigen CD86)	Cd86	Mus musculus (Mouse)	309
